millet , milk , 3 , 2 , 3
tea , yeah , 2 , 1 , 3
yokan , yeah , 3 , 1 , 3
flan , yeah , 3 , 0 , 3
goat , yeah , 3 , 0 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
smelt , tell , 3 , 1 , 3
salt , tell , 3 , 0 , 3
veal , tell , 2 , 0 , 3
taro , tell , 3 , 0 , 3
emu , tell , 3 , 1 , 3
emu , xxx , 3 , 0 , 3
kale , tell , 3 , 0 , 3
peas , tell , 3 , 0 , 3
egg , tell , 3 , 1 , 3
egg , xxx , 3 , 0 , 3
tofu , tell , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
milk , tell , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
rolls , tell , 3 , 1 , 3
seal , tell , 2 , 0 , 3
oil , tell , 3 , 1 , 3
oil , xxx , 3 , 0 , 3
teff , tell , 2 , 0 , 3
stew , tell , 3 , 0 , 3
spelt , tell , 3 , 1 , 3
bear , tell , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
beef , tell , 3 , 0 , 3
elk , tell , 2 , 1 , 3
elk , xxx , 3 , 0 , 3
melon , tell , 3 , 1 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , tell , 2 , 1 , 3
tea , xxx , 3 , 0 , 3
owl , tell , 3 , 1 , 3
owl , xxx , 3 , 0 , 3
kfc , (.) , 3 , 0 , 3
ham , (.) , 3 , 0 , 3
emu , (.) , 3 , 0 , 3
egg , (.) , 3 , 0 , 3
yam , (.) , 3 , 0 , 3
dip , (.) , 3 , 0 , 3
oil , (.) , 3 , 0 , 3
pie , (.) , 3 , 0 , 3
elk , (.) , 3 , 0 , 3
poi , (.) , 3 , 0 , 3
fat , (.) , 3 , 0 , 3
tea , (.) , 3 , 0 , 3
owl , (.) , 3 , 0 , 3
thyme , home , 2 , 1 , 3
ham , home , 2 , 1 , 3
dove , home , 2 , 0 , 3
jute , home , 3 , 0 , 3
rice , home , 3 , 0 , 3
dock , home , 3 , 0 , 3
emu , home , 3 , 1 , 3
kale , home , 3 , 0 , 3
hominy , home , 3 , 2 , 3
goose , home , 3 , 1 , 3
gums , home , 3 , 0 , 3
pace , home , 3 , 0 , 3
tofu , home , 3 , 0 , 3
yam , home , 3 , 1 , 3
jams , home , 3 , 0 , 3
honey , home , 2 , 1 , 3
limes , home , 3 , 1 , 3
soup , home , 3 , 0 , 3
shake , home , 3 , 1 , 3
oil , home , 3 , 1 , 3
lamb , home , 3 , 0 , 3
pie , home , 3 , 1 , 3
pate , home , 3 , 0 , 3
moose , home , 3 , 1 , 3
corn , home , 3 , 0 , 3
pork , home , 3 , 0 , 3
poi , home , 3 , 1 , 3
goat , home , 3 , 0 , 3
hormel , home , 2 , 2 , 3
whale , home , 3 , 1 , 3
owl , home , 3 , 1 , 3
cake , home , 3 , 0 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
kfc , [>] , 3 , 0 , 3
oats , *fat: , 3 , 1 , 3
ham , her> , 3 , 1 , 3
ham , [>] , 3 , 0 , 3
okra , her> , 3 , 0 , 3
veal , her> , 3 , 0 , 3
pears , her> , 3 , 1 , 3
taro , her> , 3 , 0 , 3
emu , her> , 3 , 1 , 3
emu , [>] , 3 , 0 , 3
wheat , her> , 3 , 1 , 3
peas , her> , 3 , 0 , 3
egg , her> , 3 , 1 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
seal , her> , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
teff , her> , 3 , 0 , 3
chard , her> , 3 , 1 , 3
lard , her> , 3 , 0 , 3
bear , her> , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
pate , *fat: , 3 , 1 , 3
beef , her> , 3 , 0 , 3
elk , her> , 3 , 1 , 3
elk , [>] , 3 , 0 , 3
corn , her> , 3 , 0 , 3
whey , her> , 3 , 0 , 3
pork , her> , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , *fat: , 2 , 2 , 3
fat , [>] , 3 , 0 , 3
tea , her> , 3 , 1 , 3
tea , [>] , 3 , 0 , 3
goat , *fat: , 3 , 1 , 3
heinz , her> , 3 , 1 , 3
owl , [>] , 3 , 0 , 3
oats , park , 3 , 0 , 3
ham , park , 3 , 1 , 3
okra , park , 3 , 0 , 3
papad , park , 3 , 1 , 3
salt , park , 3 , 0 , 3
pears , park , 2 , 1 , 3
taro , park , 2 , 0 , 3
dock , park , 3 , 0 , 3
okara , park , 3 , 1 , 3
kale , park , 3 , 0 , 3
snack , park , 3 , 1 , 3
peas , park , 3 , 0 , 3
pace , park , 2 , 0 , 3
yam , park , 3 , 1 , 3
jams , park , 3 , 0 , 3
butter , mother , 3 , 0 , 3
milk , park , 3 , 0 , 3
pastry , park , 3 , 2 , 3
chard , park , 3 , 1 , 3
lard , park , 2 , 0 , 3
lamb , park , 3 , 0 , 3
bear , park , 3 , 0 , 3
pie , park , 3 , 1 , 3
pate , park , 2 , 0 , 3
moose , mother , 3 , 1 , 3
mother's , mother , 2 , 2 , 3
elk , park , 3 , 1 , 3
corn , park , 3 , 0 , 3
pork , park , 1 , 0 , 3
water , mother , 3 , 1 , 3
poi , park , 3 , 1 , 3
fat , park , 3 , 1 , 3
duck , park , 3 , 0 , 3
pasta , park , 3 , 1 , 3
cake , park , 3 , 0 , 3
kfc , pick , 3 , 1 , 3
pickles , pick , 3 , 3 , 3
figs , pick , 3 , 0 , 3
rice , pick , 2 , 0 , 3
dock , pick , 2 , 0 , 3
pizza , pick , 3 , 1 , 3
snack , pick , 3 , 1 , 3
peas , pick , 3 , 0 , 3
miso , pick , 3 , 0 , 3
juice , pick , 3 , 1 , 3
pace , pick , 2 , 0 , 3
milk , pick , 2 , 0 , 3
dip , pick , 3 , 1 , 3
oil , pick , 3 , 1 , 3
fish , pick , 3 , 0 , 3
pie , pick , 2 , 1 , 3
pate , pick , 3 , 0 , 3
elk , pick , 3 , 1 , 3
pork , pick , 2 , 0 , 3
poi , pick , 3 , 1 , 3
spices , pick , 3 , 2 , 3
duck , pick , 2 , 0 , 3
thyme , home , 2 , 1 , 3
kfc , (.) , 3 , 0 , 3
ham , home , 2 , 1 , 3
ham , (.) , 3 , 0 , 3
dove , give , 2 , 0 , 3
dove , ride , 3 , 0 , 3
dove , home , 2 , 0 , 3
jute , give , 3 , 0 , 3
jute , ride , 3 , 0 , 3
jute , home , 3 , 0 , 3
endive , give , 3 , 2 , 3
figs , give , 3 , 0 , 3
figs , ride , 3 , 0 , 3
agave , give , 2 , 1 , 3
rice , give , 2 , 0 , 3
rice , ride , 1 , 0 , 3
rice , home , 3 , 0 , 3
dock , home , 3 , 0 , 3
gravy , give , 3 , 1 , 3
emu , home , 3 , 1 , 3
emu , (.) , 3 , 0 , 3
kale , give , 3 , 0 , 3
kale , ride , 3 , 0 , 3
kale , home , 3 , 0 , 3
hominy , home , 3 , 2 , 3
goose , give , 3 , 1 , 3
goose , home , 3 , 1 , 3
olives , give , 3 , 2 , 3
gums , give , 3 , 0 , 3
gums , home , 3 , 0 , 3
egg , (.) , 3 , 0 , 3
miso , give , 3 , 0 , 3
miso , ride , 3 , 0 , 3
juice , give , 3 , 1 , 3
juice , ride , 3 , 1 , 3
pace , give , 3 , 0 , 3
pace , ride , 3 , 0 , 3
pace , home , 3 , 0 , 3
tofu , home , 3 , 0 , 3
yam , home , 3 , 1 , 3
yam , (.) , 3 , 0 , 3
jams , home , 3 , 0 , 3
honey , home , 2 , 1 , 3
chives , give , 3 , 2 , 3
milk , give , 3 , 0 , 3
milk , ride , 3 , 0 , 3
limes , give , 3 , 1 , 3
limes , ride , 3 , 1 , 3
limes , home , 3 , 1 , 3
dip , give , 3 , 1 , 3
dip , ride , 3 , 1 , 3
dip , (.) , 3 , 0 , 3
soup , home , 3 , 0 , 3
shake , home , 3 , 1 , 3
oil , give , 3 , 1 , 3
oil , ride , 3 , 1 , 3
oil , home , 3 , 1 , 3
oil , (.) , 3 , 0 , 3
fish , give , 3 , 0 , 3
fish , ride , 3 , 0 , 3
lamb , home , 3 , 0 , 3
pie , give , 2 , 1 , 3
pie , ride , 2 , 1 , 3
pie , home , 3 , 1 , 3
pie , (.) , 3 , 0 , 3
pate , give , 3 , 0 , 3
pate , ride , 3 , 0 , 3
pate , home , 3 , 0 , 3
moose , home , 3 , 1 , 3
elk , (.) , 3 , 0 , 3
corn , home , 3 , 0 , 3
pork , home , 3 , 0 , 3
poi , home , 3 , 1 , 3
poi , (.) , 3 , 0 , 3
fat , (.) , 3 , 0 , 3
tea , (.) , 3 , 0 , 3
goat , give , 3 , 0 , 3
goat , home , 3 , 0 , 3
hormel , home , 2 , 2 , 3
whale , home , 3 , 1 , 3
owl , home , 3 , 1 , 3
owl , (.) , 3 , 0 , 3
cake , give , 3 , 0 , 3
cake , ride , 3 , 0 , 3
cake , home , 3 , 0 , 3
thyme , home , 2 , 1 , 3
oats , talk , 3 , 0 , 3
ham , talk , 3 , 1 , 3
ham , home , 2 , 1 , 3
dove , home , 2 , 0 , 3
salt , talk , 2 , 0 , 3
jute , home , 3 , 0 , 3
veal , talk , 3 , 0 , 3
taro , talk , 2 , 0 , 3
rice , home , 3 , 0 , 3
dock , talk , 3 , 0 , 3
dock , home , 3 , 0 , 3
emu , home , 3 , 1 , 3
kale , talk , 2 , 0 , 3
kale , home , 3 , 0 , 3
hominy , home , 3 , 2 , 3
goose , home , 3 , 1 , 3
snack , talk , 3 , 1 , 3
gums , home , 3 , 0 , 3
pace , talk , 3 , 0 , 3
pace , home , 3 , 0 , 3
tofu , talk , 3 , 0 , 3
tofu , home , 3 , 0 , 3
yam , talk , 3 , 1 , 3
yam , home , 3 , 1 , 3
jams , talk , 3 , 0 , 3
jams , home , 3 , 0 , 3
honey , home , 2 , 1 , 3
milk , talk , 2 , 0 , 3
limes , home , 3 , 1 , 3
soup , home , 3 , 0 , 3
shake , home , 3 , 1 , 3
seal , talk , 3 , 0 , 3
oil , talk , 3 , 1 , 3
oil , home , 3 , 1 , 3
teff , talk , 3 , 0 , 3
lard , talk , 3 , 0 , 3
lamb , talk , 3 , 0 , 3
lamb , home , 3 , 0 , 3
pie , home , 3 , 1 , 3
pate , talk , 3 , 0 , 3
pate , home , 3 , 0 , 3
moose , home , 3 , 1 , 3
elk , talk , 2 , 1 , 3
corn , home , 3 , 0 , 3
pork , talk , 3 , 0 , 3
pork , home , 3 , 0 , 3
poi , home , 3 , 1 , 3
fat , talk , 3 , 1 , 3
tea , talk , 3 , 1 , 3
goat , home , 3 , 0 , 3
hormel , home , 2 , 2 , 3
duck , talk , 3 , 0 , 3
whale , talk , 3 , 1 , 3
whale , home , 3 , 1 , 3
owl , talk , 3 , 1 , 3
owl , home , 3 , 1 , 3
cake , talk , 3 , 0 , 3
cake , home , 3 , 0 , 3
oats , watch , 3 , 1 , 3
oats , half , 3 , 0 , 3
yogurt , hour , 3 , 2 , 3
chili , half , 3 , 1 , 3
ham , half , 2 , 1 , 3
ham , hour , 3 , 1 , 3
okra , hour , 3 , 0 , 3
dove , hour , 3 , 0 , 3
salt , half , 2 , 0 , 3
gourd , hour's , 3 , 1 , 3
gourd , hour , 2 , 1 , 3
veal , half , 3 , 0 , 3
taro , half , 3 , 0 , 3
nance , watch , 3 , 0 , 3
dock , hour , 3 , 0 , 3
emu , hour , 3 , 1 , 3
kale , half , 2 , 0 , 3
pace , watch , 3 , 1 , 3
pace , half , 3 , 0 , 3
tofu , hour , 3 , 0 , 3
yam , half , 3 , 1 , 3
jams , half , 3 , 0 , 3
honey , hour , 3 , 1 , 3
milk , half , 3 , 0 , 3
soup , hour , 2 , 0 , 3
shake , half , 3 , 1 , 3
seal , half , 3 , 0 , 3
dates , watch , 3 , 0 , 3
oil , half , 3 , 1 , 3
oil , hour , 3 , 1 , 3
teff , half , 3 , 0 , 3
chard , half , 3 , 1 , 3
lard , half , 3 , 0 , 3
lamb , half , 3 , 0 , 3
natto , watch , 3 , 0 , 3
bear , hour , 3 , 0 , 3
pate , watch , 3 , 1 , 3
pate , half , 3 , 0 , 3
beef , half , 3 , 0 , 3
elk , half , 3 , 1 , 3
corn , hour , 3 , 0 , 3
pork , hour , 3 , 0 , 3
water , watch , 2 , 0 , 3
poi , hour , 3 , 1 , 3
sauce , watch , 3 , 0 , 3
fat , watch , 3 , 2 , 3
fat , half , 3 , 1 , 3
goat , hour , 3 , 0 , 3
whale , half , 2 , 1 , 3
owl , half , 3 , 1 , 3
owl , hour , 3 , 1 , 3
cake , half , 3 , 0 , 3
thyme , home , 2 , 1 , 3
oats , half , 3 , 0 , 3
yogurt , hour , 3 , 2 , 3
chili , half , 3 , 1 , 3
ham , home , 2 , 1 , 3
ham , half , 2 , 1 , 3
ham , hour , 3 , 1 , 3
okra , hour , 3 , 0 , 3
dove , home , 2 , 0 , 3
dove , hour , 3 , 0 , 3
salt , half , 2 , 0 , 3
gourd , hour , 2 , 1 , 3
jute , home , 3 , 0 , 3
veal , half , 3 , 0 , 3
taro , half , 3 , 0 , 3
rice , home , 3 , 0 , 3
dock , home , 3 , 0 , 3
dock , hour , 3 , 0 , 3
emu , home , 3 , 1 , 3
emu , hour , 3 , 1 , 3
kale , home , 3 , 0 , 3
kale , half , 2 , 0 , 3
hominy , home , 3 , 2 , 3
goose , home , 3 , 1 , 3
gums , home , 3 , 0 , 3
pace , home , 3 , 0 , 3
pace , half , 3 , 0 , 3
tofu , home , 3 , 0 , 3
tofu , hour , 3 , 0 , 3
yam , home , 3 , 1 , 3
yam , half , 3 , 1 , 3
jams , home , 3 , 0 , 3
jams , half , 3 , 0 , 3
honey , home , 2 , 1 , 3
honey , hour , 3 , 1 , 3
butter , quarter , 3 , 1 , 3
milk , half , 3 , 0 , 3
limes , home , 3 , 1 , 3
soup , home , 3 , 0 , 3
soup , hour , 2 , 0 , 3
shake , home , 3 , 1 , 3
shake , half , 3 , 1 , 3
seal , half , 3 , 0 , 3
oil , home , 3 , 1 , 3
oil , half , 3 , 1 , 3
oil , hour , 3 , 1 , 3
teff , half , 3 , 0 , 3
chard , half , 3 , 1 , 3
lard , half , 3 , 0 , 3
lamb , home , 3 , 0 , 3
lamb , half , 3 , 0 , 3
bear , hour , 3 , 0 , 3
pie , home , 3 , 1 , 3
pate , home , 3 , 0 , 3
pate , half , 3 , 0 , 3
beef , half , 3 , 0 , 3
moose , home , 3 , 1 , 3
elk , half , 3 , 1 , 3
corn , home , 3 , 0 , 3
corn , hour , 3 , 0 , 3
pork , home , 3 , 0 , 3
pork , hour , 3 , 0 , 3
water , quarter , 3 , 2 , 3
poi , home , 3 , 1 , 3
poi , hour , 3 , 1 , 3
fat , half , 3 , 1 , 3
goat , home , 3 , 0 , 3
goat , hour , 3 , 0 , 3
hormel , home , 2 , 2 , 3
whale , home , 3 , 1 , 3
whale , half , 2 , 1 , 3
owl , home , 3 , 1 , 3
owl , half , 3 , 1 , 3
owl , hour , 3 , 1 , 3
cake , home , 3 , 0 , 3
cake , half , 3 , 0 , 3
oats , *fat: , 3 , 1 , 3
yogurt , hour , 3 , 2 , 3
ham , yeah , 3 , 1 , 3
ham , hour , 3 , 1 , 3
okra , hour , 3 , 0 , 3
dove , hour , 3 , 0 , 3
gourd , hour , 2 , 1 , 3
veal , yeah , 2 , 0 , 3
cream , yeah , 3 , 1 , 3
pears , yeah , 3 , 1 , 3
dock , hour , 3 , 0 , 3
bread , yeah , 3 , 1 , 3
emu , yeah , 3 , 1 , 3
emu , hour , 3 , 1 , 3
wheat , yeah , 3 , 1 , 3
peas , yeah , 2 , 0 , 3
egg , yeah , 3 , 1 , 3
tofu , hour , 3 , 0 , 3
yam , yeah , 2 , 1 , 3
honey , hour , 3 , 1 , 3
soup , hour , 2 , 0 , 3
seal , yeah , 2 , 0 , 3
oil , hour , 3 , 1 , 3
teff , yeah , 3 , 0 , 3
fish , yeah , 3 , 0 , 3
beans , yeah , 3 , 1 , 3
bear , yeah , 2 , 0 , 3
bear , hour , 3 , 0 , 3
pate , *fat: , 3 , 1 , 3
mush , yeah , 3 , 0 , 3
beef , yeah , 3 , 0 , 3
elk , yeah , 3 , 1 , 3
corn , hour , 3 , 0 , 3
pork , hour , 3 , 0 , 3
poi , hour , 3 , 1 , 3
fat , *fat: , 2 , 2 , 3
fat , yeah , 3 , 1 , 3
tea , yeah , 2 , 1 , 3
yokan , yeah , 3 , 1 , 3
flan , yeah , 3 , 0 , 3
goat , *fat: , 3 , 1 , 3
goat , yeah , 3 , 0 , 3
goat , hour , 3 , 0 , 3
owl , hour , 3 , 1 , 3
oats , *fat: , 3 , 1 , 3
oats , watch , 3 , 1 , 3
nance , watch , 3 , 0 , 3
pace , watch , 3 , 1 , 3
dates , watch , 3 , 0 , 3
natto , watch , 3 , 0 , 3
pate , *fat: , 3 , 1 , 3
pate , watch , 3 , 1 , 3
water , watch , 2 , 0 , 3
sauce , watch , 3 , 0 , 3
fat , *fat: , 2 , 2 , 3
fat , watch , 3 , 2 , 3
goat , *fat: , 3 , 1 , 3
oats , watch , 3 , 1 , 3
nance , watch , 3 , 0 , 3
pace , watch , 3 , 1 , 3
dates , watch , 3 , 0 , 3
natto , watch , 3 , 0 , 3
pate , watch , 3 , 1 , 3
water , watch , 2 , 0 , 3
sauce , watch , 3 , 0 , 3
fat , watch , 3 , 2 , 3
kfc , huh , 3 , 0 , 3
ham , huh , 2 , 0 , 3
jute , huh , 3 , 1 , 3
nuts , huh , 3 , 1 , 3
emu , huh , 3 , 0 , 3
gums , huh , 3 , 1 , 3
egg , huh , 3 , 0 , 3
yam , huh , 3 , 0 , 3
dip , huh , 3 , 0 , 3
soup , huh , 3 , 1 , 3
oil , huh , 3 , 0 , 3
fish , huh , 3 , 1 , 3
pie , huh , 3 , 0 , 3
mush , huh , 2 , 1 , 3
elk , huh , 3 , 0 , 3
whey , huh , 3 , 1 , 3
poi , huh , 3 , 0 , 3
fat , huh , 3 , 0 , 3
tea , huh , 3 , 0 , 3
duck , huh , 3 , 1 , 3
owl , huh , 3 , 0 , 3
millet , milk , 3 , 2 , 3
kfc , (.) , 3 , 0 , 3
chili , milk , 3 , 1 , 3
ham , (.) , 3 , 0 , 3
smelt , milk , 3 , 1 , 3
salt , milk , 3 , 0 , 3
figs , milk , 3 , 0 , 3
rice , milk , 3 , 0 , 3
dock , milk , 3 , 0 , 3
emu , (.) , 3 , 0 , 3
kale , milk , 3 , 0 , 3
egg , (.) , 3 , 0 , 3
miso , milk , 2 , 0 , 3
soymilk , milk , 3 , 3 , 3
yam , (.) , 3 , 0 , 3
milk , milk , 0 , 0 , 3
dip , milk , 3 , 1 , 3
dip , (.) , 3 , 0 , 3
oil , milk , 2 , 1 , 3
oil , (.) , 3 , 0 , 3
fish , milk , 3 , 0 , 3
pie , milk , 3 , 1 , 3
pie , (.) , 3 , 0 , 3
mush , milk , 3 , 0 , 3
elk , milk , 2 , 1 , 3
elk , (.) , 3 , 0 , 3
melon , milk , 3 , 1 , 3
pork , milk , 3 , 0 , 3
poi , (.) , 3 , 0 , 3
fat , (.) , 3 , 0 , 3
tea , (.) , 3 , 0 , 3
duck , milk , 3 , 0 , 3
owl , milk , 3 , 1 , 3
owl , (.) , 3 , 0 , 3
thyme , hm: , 3 , 2 , 3
kfc , hm: , 3 , 0 , 3
ham , hm: , 2 , 0 , 3
emu , hm: , 2 , 0 , 3
gums , hm: , 3 , 1 , 3
egg , hm: , 3 , 0 , 3
yam , hm: , 3 , 0 , 3
jams , hm: , 3 , 1 , 3
dip , hm: , 3 , 0 , 3
oil , hm: , 3 , 0 , 3
lamb , hm: , 3 , 1 , 3
pie , hm: , 3 , 0 , 3
elk , hm: , 3 , 0 , 3
whey , hm: , 3 , 1 , 3
poi , hm: , 3 , 0 , 3
fat , hm: , 3 , 0 , 3
tea , hm: , 3 , 0 , 3
owl , hm: , 3 , 0 , 3
pears , please , 3 , 1 , 3
peas , please , 2 , 2 , 3
pace , please , 3 , 2 , 3
cheese , please , 3 , 0 , 3
plums , please , 3 , 1 , 3
pate , please , 3 , 2 , 3
chili , *chi: , 3 , 0 , 3
pears , please , 3 , 1 , 3
peas , please , 2 , 2 , 3
pace , please , 3 , 2 , 3
cheese , please , 3 , 0 , 3
plums , please , 3 , 1 , 3
schar , *chi: , 3 , 0 , 3
pate , please , 3 , 2 , 3
schiff , *chi: , 3 , 1 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
wheat , whoop , 3 , 0 , 3
soup , whoop , 3 , 1 , 3
whey , whoop , 3 , 1 , 3
whale , whoop , 3 , 0 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
bacon , boy , 3 , 2 , 3
kfc , boy , 3 , 0 , 3
ham , boy , 3 , 0 , 3
dove , boy , 3 , 1 , 3
dock , boy , 3 , 1 , 3
emu , boy , 3 , 0 , 3
egg , boy , 3 , 0 , 3
tofu , boy , 3 , 1 , 3
yam , boy , 3 , 0 , 3
honey , boy , 3 , 2 , 3
dip , boy , 3 , 0 , 3
soup , boy , 3 , 1 , 3
oil , boy , 3 , 0 , 3
bear , boy , 3 , 1 , 3
pie , boy , 3 , 0 , 3
beef , boy , 3 , 1 , 3
elk , boy , 3 , 0 , 3
corn , boy , 3 , 1 , 3
whey , boy , 3 , 1 , 3
pork , boy , 3 , 1 , 3
bison , boy , 3 , 2 , 3
poi , boy , 2 , 0 , 3
fat , boy , 3 , 0 , 3
tea , boy , 3 , 0 , 3
goat , boy , 3 , 1 , 3
owl , boy , 3 , 0 , 3
oats , that's , 3 , 2 , 3
dove , good , 3 , 0 , 3
gourd , good , 2 , 1 , 3
dock , good , 3 , 0 , 3
goose , good , 2 , 1 , 3
gums , good , 3 , 0 , 3
tofu , good , 3 , 0 , 3
soup , good , 3 , 0 , 3
dates , that's , 3 , 1 , 3
oil , good , 3 , 1 , 3
lard , good , 3 , 0 , 3
moose , good , 3 , 1 , 3
corn , good , 3 , 0 , 3
pork , good , 3 , 0 , 3
poi , good , 3 , 1 , 3
van's , that's , 3 , 1 , 3
goat , good , 2 , 0 , 3
cocoa , good , 3 , 1 , 3
owl , good , 3 , 1 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
ham , yeah , 3 , 1 , 3
veal , yeah , 2 , 0 , 3
cream , yeah , 3 , 1 , 3
pears , yeah , 3 , 1 , 3
bread , yeah , 3 , 1 , 3
emu , yeah , 3 , 1 , 3
wheat , yeah , 3 , 1 , 3
peas , yeah , 2 , 0 , 3
egg , yeah , 3 , 1 , 3
yam , yeah , 2 , 1 , 3
seal , yeah , 2 , 0 , 3
teff , yeah , 3 , 0 , 3
fish , yeah , 3 , 0 , 3
beans , yeah , 3 , 1 , 3
bear , yeah , 2 , 0 , 3
mush , yeah , 3 , 0 , 3
beef , yeah , 3 , 0 , 3
elk , yeah , 3 , 1 , 3
fat , yeah , 3 , 1 , 3
tea , yeah , 2 , 1 , 3
yokan , yeah , 3 , 1 , 3
flan , yeah , 3 , 0 , 3
goat , yeah , 3 , 0 , 3
oats , ones , 2 , 0 , 3
chili , *chi: , 3 , 0 , 3
okra , ones , 3 , 0 , 3
wocas , ones , 3 , 1 , 3
dove , ones , 3 , 0 , 3
figs , ones , 3 , 0 , 3
nuts , ones , 3 , 0 , 3
prunes , ones , 3 , 2 , 3
olives , ones , 3 , 2 , 3
gums , ones , 3 , 0 , 3
peas , ones , 3 , 0 , 3
leeks , ones , 3 , 1 , 3
seeds , ones , 3 , 1 , 3
jams , ones , 3 , 0 , 3
honey , ones , 2 , 1 , 3
limes , ones , 3 , 1 , 3
rolls , ones , 3 , 1 , 3
dates , ones , 3 , 1 , 3
oil , ones , 3 , 1 , 3
stew , ones , 3 , 0 , 3
beets , ones , 3 , 1 , 3
schar , *chi: , 3 , 0 , 3
pie , ones , 3 , 1 , 3
beef , ones , 3 , 0 , 3
whey , ones , 3 , 0 , 3
van's , ones , 3 , 1 , 3
schiff , *chi: , 3 , 1 , 3
cress , ones , 3 , 1 , 3
tea , ones , 3 , 1 , 3
eggs , ones , 3 , 0 , 3
onions , ones , 3 , 2 , 3
oranges , ones , 3 , 3 , 3
owl , ones , 3 , 1 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
owl , [>] , 3 , 0 , 3
oats , ones , 2 , 0 , 3
okra , ones , 3 , 0 , 3
wocas , ones , 3 , 1 , 3
dove , ones , 3 , 0 , 3
figs , ones , 3 , 0 , 3
nuts , ones , 3 , 0 , 3
prunes , ones , 3 , 2 , 3
olives , ones , 3 , 2 , 3
gums , ones , 3 , 0 , 3
peas , ones , 3 , 0 , 3
leeks , ones , 3 , 1 , 3
seeds , ones , 3 , 1 , 3
jams , ones , 3 , 0 , 3
honey , ones , 2 , 1 , 3
limes , ones , 3 , 1 , 3
rolls , ones , 3 , 1 , 3
dates , ones , 3 , 1 , 3
oil , ones , 3 , 1 , 3
stew , ones , 3 , 0 , 3
beets , ones , 3 , 1 , 3
pie , ones , 3 , 1 , 3
beef , ones , 3 , 0 , 3
whey , ones , 3 , 0 , 3
van's , ones , 3 , 1 , 3
cress , ones , 3 , 1 , 3
tea , ones , 3 , 1 , 3
eggs , ones , 3 , 0 , 3
onions , ones , 3 , 2 , 3
oranges , ones , 3 , 3 , 3
owl , ones , 3 , 1 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
